Participant_id,Trial,Experiment_id,Start_time,Valence,Valence_L,Arousal,Arousal_L,Dominance,Liking,Familiarity
32,26,34,22978167,4.05,negative,6.27,positive,7.03,1.26,1
32,27,5,23763160,7.15,positive,5.94,positive,9,4.81,2
32,28,27,24551731,6,positive,7.24,positive,7.97,5.81,5
32,29,31,25341691,4.17,negative,5.96,positive,7.13,1.97,1
32,30,19,26142197,8.24,positive,7.24,positive,9,8.04,5
32,31,38,26920483,3.05,negative,7.01,positive,5.1,1.1,1
32,32,29,27700383,4.09,negative,6.08,positive,8.97,4,2
32,33,26,28487055,5.14,positive,3.09,negative,8.83,3.08,1
32,34,7,29262454,4.94,negative,4.09,negative,9,2.09,1
32,35,23,30104665,3.01,negative,6.15,positive,5.08,6.17,2
32,36,1,30916115,8.13,positive,4.83,negative,9,4.87,2
32,37,18,31703107,8.03,positive,7.06,positive,8.96,8.18,5
32,38,3,32482079,8.05,positive,7.09,positive,8.86,7.08,5
32,39,25,33248922,4.01,negative,7.17,positive,8.01,6.94,2
32,40,10,34020155,4.08,negative,5.95,positive,8.82,3.9,5
,,,,,,,,,,
,,,,,,,,,,
